iter	Logloss
202	0.2487859788
203	0.2482896057
204	0.2479440269
205	0.2477643522
206	0.247449964
207	0.2472204088
208	0.2469531147
209	0.2466446685
210	0.2463996236
211	0.2461973207
212	0.2457757778
213	0.2452034016
214	0.2449085226
215	0.2446511572
216	0.2444015591
217	0.244239496
218	0.2439938349
219	0.2437061277
220	0.2432164124
221	0.2429715134
222	0.2425621449
223	0.2422611073
224	0.2421134948
225	0.2418076265
226	0.2416772223
227	0.2410878874
228	0.2407135848
229	0.2399827323
230	0.2393893842
231	0.2383253284
232	0.2381149785
233	0.2379040781
234	0.2376728939
235	0.23751921
236	0.2372497122
237	0.2369170137
238	0.2365733946
239	0.236309643
240	0.2360868269
241	0.2355675013
242	0.2351835127
243	0.2350516515
244	0.2348371204
245	0.2345469987
246	0.2340805765
247	0.2337946124
248	0.2335016325
249	0.2328671968
250	0.2327352073
251	0.2324914238
252	0.2322619775
253	0.2319044074
254	0.2316692632
255	0.2314201193
256	0.2310407124
257	0.2307693608
258	0.2306256267
259	0.2302995641
260	0.2301540856
261	0.229786568
262	0.229401907
263	0.2292036607
264	0.2287805258
265	0.2284945391
266	0.2281015928
267	0.2276611141
268	0.2273114903
269	0.226643064
270	0.226426496
271	0.2258164887
272	0.2254202787
273	0.2252512988
274	0.2250033784
275	0.224864891
276	0.2247148691
277	0.2244208668
278	0.2239833629
279	0.2237040352
280	0.2234447021
281	0.2232550332
282	0.2229372155
283	0.222704474
284	0.2224733803
285	0.2223123786
286	0.2218611268
287	0.221629468
288	0.2211067061
289	0.2208162242
290	0.2204733312
291	0.2201021915
292	0.219952134
293	0.219700412
294	0.2194921728
295	0.2190834187
296	0.2187536166
297	0.21863843
298	0.2184282242
299	0.2182555382
300	0.2179176114
301	0.2177380839
302	0.2173260031
303	0.2168896186
304	0.2167121221
305	0.2164287803
306	0.2161347877
307	0.2158647478
308	0.2157392148
309	0.2151420878
310	0.2148428915
311	0.2146222454
312	0.2143948665
313	0.2142563701
314	0.2138546812
315	0.2136384557
316	0.2131939594
317	0.2129968596
318	0.2126376278
319	0.2124412427
320	0.2123181301
321	0.2120987158
322	0.2119231537
323	0.211621706
324	0.2112260571
325	0.2108649589
326	0.2107192838
327	0.2105555557
328	0.2104276887
329	0.2099067906
330	0.209682053
331	0.2092461936
332	0.2089018081
333	0.2087653453
334	0.2085525225
335	0.2083413537
336	0.2079974388
337	0.2072903625
338	0.2069710059
339	0.2066740369
340	0.2064470024
341	0.205976063
342	0.2055139411
343	0.2052956926
344	0.2050640951
345	0.2049555396
346	0.2039852293
347	0.20379915
348	0.2036433839
349	0.2033436326
350	0.2032419739
351	0.2029728581
352	0.2026272838
353	0.2023746314
354	0.2017815694
355	0.2015184825
356	0.2013134486
357	0.2011751824
358	0.2007117456
359	0.2004820124
360	0.2000817079
361	0.1997846376
362	0.1994780254
363	0.1993043565
364	0.1990742436
365	0.1988276285
366	0.1986757137
367	0.1984021768
368	0.1981119428
369	0.197712477
370	0.1975025489
371	0.1972957697
372	0.1969921475
373	0.1967397065
374	0.1965719646
375	0.1964188795
376	0.1960580035
377	0.1952035635
378	0.1950805299
379	0.1950002376
380	0.1945013998
381	0.1942769052
382	0.1941088332
383	0.1938690537
384	0.1937100415
385	0.1935822226
386	0.1927503271
387	0.1924374219
388	0.1921236326
389	0.1917970173
390	0.1916218674
391	0.1915392772
392	0.1912495961
393	0.1910026359
394	0.1904144043
395	0.1901493047
396	0.1898791965
397	0.189704623
398	0.1894221602
399	0.189277925
400	0.1891224283
401	0.1885897561
402	0.1883678973
403	0.1882861483
404	0.1881518305
405	0.1879322385
406	0.1871227191
407	0.1869778563
408	0.1867742329
409	0.1866471518
410	0.1862159002
411	0.1858940616
412	0.1856995133
413	0.1852283414
414	0.1850337618
415	0.1848148894
416	0.1843312664
417	0.1841521172
418	0.1839557014
419	0.1832204783
420	0.1830519361
421	0.1826340975
422	0.1821933292
423	0.1819701681
424	0.1817536597
425	0.181617385
426	0.1811356931
427	0.1807516622
428	0.1805816144
429	0.1804185009
430	0.1800349275
431	0.1798373204
432	0.1797150719
433	0.1795039975
434	0.1792352244
435	0.1790291417
436	0.178732175
437	0.1785292207
438	0.1783789823
439	0.1781824025
440	0.1778164465
441	0.1776422549
442	0.1774196666
443	0.177221197
444	0.1769693952
445	0.176757406
446	0.1764757661
447	0.1758797897
448	0.1757528627
449	0.175575227
450	0.175426571
451	0.175318009
452	0.1752012634
453	0.1749522928
454	0.1749005905
455	0.1747360824
456	0.1745911345
457	0.1743969434
458	0.1742317394
459	0.1740665899
460	0.173505682
461	0.1732617205
462	0.1731262327
463	0.1729948153
464	0.1728451901
465	0.1727678177
466	0.1726047299
467	0.1723084463
468	0.1720879374
469	0.1719790991
470	0.1717829502
471	0.1716091291
472	0.1714921663
473	0.1713637548
474	0.1711409929
475	0.170837904
476	0.1706100672
477	0.1700208977
478	0.169871892
479	0.1696484969
480	0.1694920458
481	0.169378523
482	0.1691920192
483	0.1690764948
484	0.1689348822
485	0.1687758434
486	0.1686818355
487	0.1684871146
488	0.1682733656
489	0.1681147777
490	0.1680268357
491	0.1678799262
492	0.1677505914
493	0.1676158636
494	0.1672555027
495	0.1668332033
496	0.1664890556
497	0.1660774352
498	0.165927014
499	0.1657863784
500	0.1655916718
501	0.1654426292
502	0.1652961988
503	0.1651565633
504	0.165021705
505	0.1649017854
506	0.1647483365
507	0.1643995972
508	0.1642496722
509	0.164040317
510	0.1636726846
511	0.1634121406
512	0.1632767756
513	0.1631672542
514	0.1630255888
515	0.1628842649
516	0.1625738844
517	0.1624688936
518	0.1623455936
519	0.1621772471
520	0.1616646103
521	0.1615476119
522	0.1614208966
523	0.1612960827
524	0.1611908365
525	0.1610695018
526	0.1607582258
527	0.1606060449
528	0.1605034513
529	0.1601712807
530	0.1600384052
531	0.1599966214
532	0.1598767003
533	0.159698192
534	0.1595641009
535	0.159446314
536	0.1591417211
537	0.1590304531
538	0.1588375689
539	0.1586977872
540	0.1585905916
541	0.1584958905
542	0.1582730371
543	0.1582205853
544	0.1580839661
545	0.1580263507
546	0.1579166858
547	0.1578135175
548	0.1576828344
549	0.1575765946
550	0.1574267479
551	0.1573489931
552	0.1572309985
553	0.15718389
554	0.1570317405
555	0.1569316837
556	0.1568257148
557	0.1566747139
558	0.1565152405
559	0.1564418818
560	0.1561465278
561	0.1560771692
562	0.1560085254
563	0.1557173545
564	0.1556069593
565	0.1554492653
566	0.1552245695
567	0.155081164
568	0.1549039648
569	0.1546792045
570	0.1545964593
571	0.154556493
572	0.1542444149
573	0.1541396196
574	0.1540308632
575	0.1536177399
576	0.1534726356
577	0.1533663762
578	0.1532647279
579	0.1531043996
580	0.1528327533
581	0.1527320544
582	0.1526337386
583	0.1525982819
584	0.1524146064
585	0.1523086642
586	0.1522356193
587	0.152072127
588	0.1519684461
589	0.1517458093
590	0.1514658467
591	0.1512609151
592	0.1510057906
593	0.1508654352
594	0.150775246
595	0.150715209
596	0.1506237512
597	0.1505007089
598	0.1503101549
599	0.1502052294
600	0.1500620198
601	0.1499787586
602	0.149832681
603	0.1497168488
604	0.1496051586
605	0.1492215237
606	0.1490850372
607	0.1490680769
608	0.1488938138
609	0.1487129681
610	0.148478781
611	0.1483916522
612	0.1482644323
613	0.148148805
614	0.1480227525
615	0.1479363132
616	0.1478532236
617	0.147723724
618	0.147590544
619	0.147458567
620	0.1473923962
621	0.1473064207
622	0.1472242342
623	0.1470634785
624	0.1469160043
625	0.1468210331
626	0.1467460869
627	0.1466706906
628	0.1465691214
629	0.1464108939
630	0.1462884237
631	0.1462010411
632	0.1459718929
633	0.1457770398
634	0.1456542215
635	0.1455059499
636	0.1454159362
637	0.1453111082
638	0.1452231803
639	0.145106983
640	0.1450227257
641	0.1449198715
642	0.1448639919
643	0.1448113065
644	0.1446939478
645	0.1445800235
646	0.1443977883
647	0.1442311485
648	0.1439582478
649	0.1437986806
650	0.143719944
651	0.1436779691
652	0.1434362881
653	0.1433421173
654	0.1432589025
655	0.1430956034
656	0.1429792477
657	0.1428784253
658	0.1427357096
659	0.1426073957
660	0.142458727
661	0.1422472032
662	0.142135146
663	0.1420296778
664	0.1419505162
665	0.1418243231
666	0.141787576
667	0.1417303938
668	0.141521341
669	0.1414089622
670	0.1412897033
671	0.1411221029
672	0.1410239302
673	0.1408165777
674	0.140683822
675	0.1406059434
676	0.1404616138
677	0.1403810173
678	0.1402462064
679	0.1401324398
680	0.1400360023
681	0.1399550291
682	0.1398408633
683	0.1397618971
684	0.1396522193
685	0.1395839515
686	0.1394937306
687	0.1394355481
688	0.1392799778
689	0.1392375186
690	0.1391156868
691	0.1388777842
692	0.138716795
693	0.1386709725
694	0.1385684669
695	0.1384825279
696	0.1384337335
697	0.1383504521
698	0.1382093795
699	0.1381377553
700	0.138028971
701	0.1379122059
702	0.1378477149
703	0.1376485743
704	0.1375764017
705	0.1374638187
706	0.1374215905
707	0.137381086
708	0.1372812704
709	0.1371491499
710	0.1370737811
711	0.1369689036
712	0.1368809171
713	0.136753436
714	0.1366081386
715	0.1365111055
716	0.1363752034
717	0.1363038458
718	0.1362287439
719	0.1361236051
720	0.1360604463
721	0.1360210226
722	0.1359268978
723	0.1358181557
724	0.1356676021
725	0.1356499536
726	0.135609299
727	0.1354908991
728	0.1354076655
729	0.1352626196
730	0.1350500587
731	0.1349596894
732	0.1349046724
733	0.1347221616
734	0.1346369009
735	0.1345452825
736	0.1344115601
737	0.1343301836
738	0.134259657
739	0.1341799313
740	0.1340196151
741	0.1339603604
742	0.1339192782
743	0.1337864674
744	0.1337128844
745	0.1336378957
746	0.1335519867
747	0.1334297611
748	0.133323789
749	0.1332256501
750	0.1330736445
751	0.1330143339
752	0.1329223764
753	0.1328579793
754	0.1327774804
755	0.132655833
756	0.1325681182
757	0.132465368
758	0.1323018436
759	0.1321735508
760	0.1319725432
761	0.1318804221
762	0.1318366172
763	0.1316788855
764	0.1315598613
765	0.1314646332
766	0.1314106806
767	0.131300113
768	0.131237429
769	0.1310183733
770	0.1308667735
771	0.1307279792
772	0.1306401459
773	0.1305604425
774	0.1303501869
775	0.1302480538
776	0.1301863238
777	0.1300978022
778	0.1300234052
779	0.1299274387
780	0.1298222821
781	0.1297569154
782	0.1296421712
783	0.1295320449
784	0.1294600361
785	0.1294460024
786	0.1293634516
787	0.1293047484
788	0.1291776149
789	0.12904009
790	0.1289744835
791	0.12892642
792	0.1288346716
793	0.1287323492
794	0.1286848325
795	0.1286117985
796	0.1285301544
797	0.1284127816
798	0.1283413492
799	0.1282426869
800	0.1282132959
801	0.1281640422
802	0.1280503431
803	0.128006797
804	0.1279219736
805	0.1278381161
806	0.1277287992
807	0.1276596169
808	0.1275244467
809	0.1274710404
810	0.1274263045
811	0.127382486
812	0.127364331
813	0.1272757706
814	0.1272282456
815	0.1271578909
816	0.127105695
817	0.1270266533
818	0.1269466161
819	0.1269041711
820	0.1268900317
821	0.1268763899
822	0.1268001607
823	0.1267036818
824	0.1266441777
825	0.1265776921
826	0.1264886495
827	0.1264747836
828	0.1263911268
829	0.1263423312
830	0.1262492164
831	0.1261431891
832	0.1260541689
833	0.1260408497
834	0.1259800913
835	0.1259313206
836	0.1258391063
837	0.1257718218
838	0.1257030753
839	0.1256409823
840	0.1255735997
841	0.1254675853
842	0.1253705393
843	0.125247459
844	0.1252031922
845	0.1251770287
846	0.1250732213
847	0.124941167
848	0.124819501
849	0.1247718593
850	0.1246550048
851	0.1245665824
852	0.1245334524
853	0.1245187521
854	0.1244234293
855	0.1242668324
856	0.1241443041
857	0.1240602271
858	0.1239871279
859	0.123832612
860	0.1238058282
861	0.1237463389
862	0.1236489145
863	0.1235596572
864	0.1235013251
865	0.1234551985
866	0.1233861029
867	0.12331168
868	0.1232721431
869	0.1232537454
870	0.1231984734
871	0.1231108585
872	0.1230750669
873	0.1229933994
874	0.1229743077
875	0.1229306962
876	0.122860454
877	0.1227393079
878	0.1226635287
879	0.122565654
880	0.1225272893
881	0.1224236741
882	0.1224023196
883	0.1223590546
884	0.1223031378
885	0.1222370922
886	0.1221499937
887	0.1219771589
888	0.1218959529
889	0.1218160159
890	0.1217419446
891	0.1216656466
892	0.1215332656
893	0.1214698342
894	0.1214012096
895	0.121318761
896	0.1212065874
897	0.1211820962
898	0.1211482696
899	0.1210847677
900	0.1210451081
901	0.1209803362
902	0.1208699701
903	0.1207975639
904	0.1207260927
905	0.1206546332
906	0.1205789974
907	0.120513987
908	0.120459571
909	0.1204347483
910	0.1203523703
911	0.1202815004
912	0.1202165947
913	0.1201537344
914	0.1200478758
915	0.1200226689
916	0.1200128062
917	0.1199404246
918	0.1198327618
919	0.119767506
920	0.1196649437
921	0.1196271865
922	0.1196045604
923	0.1195706454
924	0.1194983485
925	0.1194510037
926	0.1193742457
927	0.1193066375
928	0.1192666678
929	0.119229713
930	0.1192063536
931	0.1191547804
932	0.1190932716
933	0.1190240606
934	0.1189980817
935	0.1188960328
936	0.1188312451
937	0.118755392
938	0.118721453
939	0.1186364407
940	0.1186079413
941	0.1185161264
942	0.118467597
943	0.1183775415
944	0.1183115729
945	0.1182659222
946	0.1182021046
947	0.1181310076
948	0.1180531147
949	0.1180158735
950	0.1179684566
951	0.1179129598
952	0.1178172266
953	0.1178068564
954	0.1177346336
955	0.1176760846
956	0.1175929956
957	0.1175148257
958	0.1174511767
959	0.1173248151
960	0.1172364968
961	0.1171662366
962	0.1171266985
963	0.1170598007
964	0.1169890377
965	0.1169517443
966	0.1168840481
967	0.1168196304
968	0.1167725484
969	0.1166900171
970	0.1166225825
971	0.1165717067
972	0.1165618609
973	0.1164922149
974	0.1164192732
975	0.1163529983
976	0.1162681502
977	0.116202398
978	0.1161567805
979	0.1160990302
980	0.1160367061
981	0.1159521978
982	0.1159419597
983	0.1158821587
984	0.1158252856
985	0.1157722841
986	0.1157154873
987	0.1156194177
988	0.1155554583
989	0.1155080803
990	0.1154573052
991	0.1154117498
992	0.1153744943
993	0.1153017299
994	0.1151888537
995	0.1151346994
996	0.1150195621
997	0.1149311863
998	0.1148898644
999	0.1147296427
